date;open;high;low;close;volume;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD
2000/02/29;1591.44;1770.88;1583.58;1714.57;3728387;1511.13;1532.37;1357.44;1082.16;;;;;;;372838688.00;201011920.00;264156416.00;70.91;65.68;81.36;1357.44;1775.84;939.04;116.74;100.92;31.62
2000/03/31;1720.59;1811.06;1596.07;1800.22;4689867;1570.27;1584.46;1381.61;1101.39;;;;;;;468986688.00;274415936.00;288202752.00;79.84;70.40;98.71;1381.61;1843.70;919.52;134.17;107.57;53.19
2000/04/28;1799.57;1858.26;1746.30;1836.32;2990685;1650.54;1599.15;1415.91;1122.33;;;;;;;299068512.00;308340320.00;254064736.00;85.14;75.32;104.80;1415.91;1906.66;925.17;149.18;115.90;66.57
2000/05/31;1848.17;1908.30;1695.53;1894.55;2101113;1756.13;1628.46;1448.49;1142.23;;;;;;;210111296.00;328353696.00;238364368.00;89.29;79.97;107.92;1448.49;1976.02;920.96;163.89;125.49;76.79
2000/06/30;1900.53;1953.33;1884.61;1928.10;3118640;1834.75;1658.56;1484.03;1163.85;;;;;;;311864000.00;332573792.00;245838640.00;91.49;83.81;106.83;1484.03;2040.94;927.13;176.22;135.64;81.16
2000/07/31;1917.44;2024.99;1888.24;2023.53;3220601;1896.54;1703.84;1522.84;1185.98;;;;;;;322060096.00;322418080.00;261714992.00;94.25;87.29;108.17;1522.84;2117.22;928.46;191.49;146.81;89.35
2000/08/31;2027.01;2114.52;1980.34;2021.19;3762162;1940.74;1755.50;1566.57;1207.61;;;;;;;376216192.00;303864000.00;289139968.00;92.15;88.91;98.62;1566.57;2172.98;960.15;201.08;157.66;86.83
2000/09/29;2009.15;2026.35;1874.21;1910.16;1543119;1955.51;1803.02;1605.34;1227.40;;;;;;;154311904.00;274912672.00;291626496.00;85.72;87.85;81.47;1605.34;2194.40;1016.28;197.44;165.62;63.65
2000/10/31;1912.07;1980.62;1896.94;1961.28;1294944;1968.85;1862.49;1648.90;1248.13;;;;;;;129494400.00;258789168.00;293571424.00;80.86;85.52;71.54;1648.90;2205.48;1092.32;196.42;171.78;49.29
2000/11/30;1961.08;2125.72;1959.72;2070.61;2510430;1997.35;1916.05;1694.53;1271.96;949.88;;;;;;251043008.00;246625280.00;289599552.00;83.77;84.94;81.44;1694.53;2230.94;1158.12;202.11;177.84;48.52
2000/12/29;2073.08;2097.28;2024.28;2073.47;2536595;2007.34;1951.94;1742.15;1297.26;966.10;;;;;;253659504.00;232945056.00;277681568.00;85.13;85.00;85.39;1742.15;2231.18;1253.13;204.49;183.17;42.63
2001/01/19;2077.07;2131.98;2007.70;2065.60;1826850;2016.22;1978.48;1781.47;1322.73;982.23;;;;;;182684992.00;194238672.00;249051344.00;85.02;85.01;85.04;1781.47;2239.25;1323.69;203.39;187.22;32.35
2001/02/28;2069.85;2072.54;1893.78;1959.18;1250812;2026.03;1990.77;1794.96;1346.17;997.45;;;;;;125081200.00;188392656.00;231652656.00;67.67;79.23;44.55;1794.96;2257.19;1332.72;191.73;188.12;7.22
2001/03/30;1959.00;2112.87;1953.72;2112.77;3514745;2056.33;2012.59;1820.52;1372.11;1014.05;;;;;;351474496.00;232788784.00;245788976.00;75.96;78.14;71.61;1820.52;2294.12;1346.93;192.65;189.03;7.26
2001/04/30;2117.45;2179.74;2081.64;2119.18;4460428;2066.04;2031.70;1845.13;1396.08;1030.76;;;;;;446042816.00;271788448.00;259206864.00;77.37;77.88;76.34;1845.13;2327.46;1362.79;191.70;189.56;4.28
2001/05/31;2119.89;2222.65;2119.89;2214.25;3323178;2094.20;2050.77;1877.30;1422.25;1048.26;;;;;;332317792.00;287520160.00;260232608.00;84.11;79.96;92.41;1877.30;2368.34;1386.27;196.35;190.92;10.86
2001/06/29;2216.56;2245.43;2157.12;2218.02;3219007;2124.68;2070.45;1912.98;1445.82;1065.59;;;;;;321900704.00;315363520.00;254801104.00;86.81;82.24;95.94;1912.98;2393.55;1432.41;198.05;192.34;11.42
2001/07/31;2220.41;2223.20;1909.29;1920.31;2300767;2116.91;2071.47;1937.24;1464.11;1080.40;;;;;;230076704.00;336362496.00;262377568.00;60.39;74.96;31.25;1937.24;2361.95;1512.54;173.38;188.55;-30.34
2001/08/31;1925.23;1990.69;1795.56;1834.13;2148813;2061.18;2058.75;1960.62;1481.18;1094.20;;;;;;214881296.00;309043808.00;270916288.00;43.12;64.34;0.66;1960.62;2294.92;1626.33;145.21;179.88;-69.36
2001/09/28;1831.70;1888.90;1750.76;1764.86;1824221;1990.31;2028.18;1972.11;1496.01;1107.40;;;;;;182422096.00;256319696.00;264054064.00;29.69;52.79;-16.50;1972.11;2256.94;1687.29;115.95;167.10;-102.30
2001/10/31;1766.13;1773.79;1514.86;1689.17;2051539;1885.30;1989.75;1970.84;1507.88;1119.65;;;;;;205153904.00;230887008.00;259203584.00;27.75;44.44;-5.64;1970.84;2260.69;1681.00;85.67;150.81;-130.29
2001/11/30;1692.35;1748.00;1550.46;1747.99;2073972;1791.29;1957.99;1968.23;1519.80;1132.05;;;;;;207397200.00;207986080.00;261674800.00;29.14;39.34;8.72;1968.23;2265.40;1671.07;65.66;133.78;-136.25
2001/12/31;1751.05;1776.02;1593.03;1645.97;1720309;1736.43;1926.67;1958.72;1531.95;1143.33;;;;;;172030896.00;196376992.00;266369744.00;25.41;34.70;6.83;1958.72;2284.49;1632.95;41.09;115.24;-148.30
2002/01/31;1643.48;1643.50;1339.20;1491.67;2021289;1667.93;1864.56;1938.57;1540.73;1153.15;;;;;;202128896.00;193826608.00;251435216.00;22.55;30.65;6.34;1938.57;2325.19;1551.95;9.07;94.01;-169.87
2002/02/28;1494.58;1544.92;1476.13;1524.70;1191027;1619.90;1805.11;1918.40;1548.81;1162.82;;;;;;119102704.00;181162800.00;218741248.00;21.85;27.72;10.13;1918.40;2347.12;1489.68;-13.49;72.51;-171.99
2002/03/29;1521.53;1693.87;1494.83;1603.91;3809676;1602.85;1744.07;1897.42;1554.96;1173.01;;;;;;380967616.00;216325536.00;223606272.00;24.55;26.66;20.33;1897.42;2345.13;1449.72;-24.69;53.07;-155.51
2002/04/30;1598.03;1680.30;1575.97;1667.75;2258312;1586.80;1689.05;1879.75;1559.53;1183.19;;;;;;225831200.00;220012336.00;213999200.00;33.18;28.83;41.87;1879.75;2334.73;1424.77;-28.09;36.84;-129.85
2002/05/31;1669.87;1670.92;1506.54;1515.73;1280135;1560.75;1648.59;1860.03;1563.37;1185.53;;;;;;128013504.00;211208800.00;203792896.00;32.82;30.16;38.14;1860.03;2342.80;1377.25;-42.56;20.96;-127.04
2002/06/28;1510.25;1748.89;1455.31;1732.76;3488787;1608.97;1638.45;1848.60;1571.41;1190.05;;;;;;348878688.00;240558688.00;217192656.00;51.91;37.41;80.92;1848.60;2332.10;1365.10;-36.10;9.55;-91.29
2002/07/31;1736.29;1741.92;1647.27;1651.59;2415702;1634.35;1627.13;1827.65;1579.11;1195.04;;;;;;241570208.00;265052160.00;223107488.00;58.45;44.42;86.49;1827.65;2306.94;1348.36;-37.10;0.22;-74.64
2002/08/30;1650.05;1696.28;1624.05;1666.62;1365576;1646.89;1624.87;1807.31;1586.54;1202.07;;;;;;136557600.00;216170288.00;216247904.00;63.95;50.93;89.98;1807.31;2277.11;1337.51;-36.27;-7.08;-58.37
2002/09/27;1666.34;1680.28;1577.53;1581.62;1109457;1629.66;1608.23;1783.11;1594.61;1209.40;;;;;;110945696.00;193193168.00;206602752.00;62.36;54.74;77.59;1783.11;2246.71;1319.51;-41.98;-14.06;-55.84
2002/10/31;1577.05;1577.05;1488.68;1507.50;1231550;1628.02;1594.38;1760.53;1600.06;1217.73;;;;;;123155000.00;192221392.00;201715104.00;47.50;52.33;37.84;1760.53;2231.95;1289.10;-51.89;-21.62;-60.53
2002/11/29;1507.38;1573.10;1353.14;1434.18;1806436;1568.30;1588.64;1726.60;1604.97;1223.65;;;;;;180643600.00;158574384.00;199566544.00;38.49;47.71;20.04;1726.60;2188.87;1264.32;-64.91;-30.28;-69.26
2002/12/31;1432.03;1439.85;1348.71;1357.65;1574119;1509.51;1571.93;1688.52;1607.69;1228.46;;;;;;157411904.00;141742896.00;203397536.00;26.41;40.61;-2.01;1688.52;2139.96;1237.07;-80.48;-40.32;-80.31
2003/01/29;1347.43;1508.59;1311.68;1499.81;3188429;1476.15;1561.52;1652.80;1612.31;1230.97;;;;;;318842912.00;178199760.00;197185024.00;31.95;37.72;20.39;1652.80;2037.16;1268.43;-80.42;-48.34;-64.15
2003/02/28;1499.17;1524.75;1474.47;1511.93;1476417;1462.22;1545.94;1617.49;1617.40;1232.40;;;;;;147641696.00;185538976.00;189366064.00;36.57;37.34;35.02;1617.49;1899.29;1335.70;-78.48;-54.37;-48.23
2003/03/31;1511.58;1529.75;1447.01;1510.58;1772408;1462.83;1545.43;1597.01;1621.86;1237.28;;;;;;177240800.00;196356304.00;194288848.00;39.79;38.15;43.05;1597.01;1843.47;1350.54;-76.18;-58.73;-34.91
2003/04/30;1513.00;1649.60;1473.27;1521.44;5425700;1480.28;1524.29;1581.37;1624.83;1238.63;;;;;;542569984.00;268741632.00;213658016.00;44.70;40.34;53.44;1581.37;1802.91;1359.83;-72.65;-61.52;-22.27
2003/05/30;1522.98;1581.61;1477.25;1576.26;2659310;1524.00;1516.76;1571.94;1627.58;1243.97;;;;;;265931008.00;290445312.00;216094112.00;53.73;44.80;71.59;1571.94;1775.96;1367.93;-64.68;-62.15;-5.06
2003/06/30;1577.99;1582.41;1483.69;1486.02;2407369;1521.25;1498.70;1561.78;1630.02;1247.96;;;;;;240736896.00;274824000.00;226511872.00;53.02;47.54;63.97;1561.78;1761.41;1362.16;-64.89;-62.70;-4.39
2003/07/31;1485.52;1540.19;1464.87;1476.74;2109290;1514.21;1488.21;1548.22;1632.69;1252.93;;;;;;210928992.00;287481664.00;236510304.00;51.63;48.90;57.08;1548.22;1730.70;1365.74;-65.06;-63.17;-3.79
2003/08/29;1476.47;1497.10;1406.68;1421.98;1298554;1496.49;1479.66;1537.02;1637.22;1257.31;;;;;;129855400.00;278004544.00;237180416.00;45.30;47.70;40.49;1537.02;1721.72;1352.32;-68.82;-64.30;-9.05
2003/09/30;1423.35;1456.55;1348.22;1367.16;1552470;1465.63;1472.96;1530.80;1639.29;1261.29;;;;;;155247008.00;200539744.00;234640688.00;35.67;43.69;19.63;1530.80;1729.77;1331.82;-75.36;-66.51;-17.69
2003/10/31;1366.20;1411.88;1334.78;1348.30;1644539;1420.04;1472.02;1521.98;1641.47;1265.73;;;;;;164453904.00;180244480.00;235344896.00;25.21;37.53;0.57;1521.98;1737.08;1306.88;-81.12;-69.43;-23.38
2003/11/28;1346.48;1423.58;1307.40;1397.22;3096165;1402.28;1461.76;1511.64;1643.97;1269.17;;;;;;309616512.00;194020560.00;234422272.00;25.56;33.54;9.59;1511.64;1730.00;1293.28;-80.81;-71.71;-18.21
2003/12/31;1398.71;1525.30;1398.71;1497.04;4695721;1406.34;1460.27;1503.11;1649.81;1274.69;;;;;;469572096.00;245748944.00;266615296.00;35.51;34.20;38.14;1503.11;1708.75;1297.46;-71.69;-71.71;0.04
2004/01/30;1492.72;1634.41;1491.69;1590.73;3569572;1440.09;1468.29;1506.86;1657.41;1281.53;;;;;;356957184.00;291169088.00;284586816.00;52.55;40.32;77.03;1506.86;1716.17;1297.54;-56.25;-68.61;24.74
2004/02/27;1630.65;1730.28;1585.96;1675.07;5958184;1501.67;1483.65;1503.97;1667.16;1289.07;;;;;;595818368.00;379283456.00;289911616.00;64.02;48.22;95.62;1503.97;1701.43;1306.51;-36.78;-62.25;50.93
2004/03/31;1676.22;1760.08;1634.71;1741.62;4683405;1580.34;1500.19;1508.47;1676.88;1297.71;;;;;;468340512.00;440060736.00;310152608.00;74.65;57.03;109.90;1508.47;1723.43;1293.51;-15.80;-52.96;74.32
2004/04/30;1744.71;1783.01;1572.23;1595.59;4042507;1620.01;1511.15;1504.92;1684.80;1306.07;;;;;;404250688.00;458987520.00;326504032.00;69.97;61.34;87.22;1504.92;1711.05;1298.80;-10.83;-44.53;67.40
2004/05/31;1600.63;1606.07;1508.65;1555.91;1625119;1631.78;1519.06;1503.64;1689.40;1314.40;;;;;;162511904.00;397575776.00;321662368.00;64.06;62.25;67.69;1503.64;1708.06;1299.21;-9.98;-37.62;55.28
2004/06/30;1555.56;1580.57;1376.22;1399.16;2372526;1593.47;1516.78;1498.22;1684.57;1322.15;;;;;;237252608.00;373635072.00;332402080.00;49.14;57.88;31.66;1498.22;1707.89;1288.55;-21.71;-34.44;25.47
2004/07/30;1398.20;1466.78;1366.50;1386.20;2405055;1535.70;1518.68;1495.82;1680.98;1330.92;;;;;;240505504.00;302572352.00;340927904.00;38.28;51.35;12.15;1495.82;1709.63;1282.01;-31.68;-33.89;4.42
2004/08/31;1381.88;1424.55;1310.02;1342.06;1907726;1455.78;1518.06;1495.04;1676.23;1335.56;;;;;;190772608.00;247058848.00;343559776.00;27.78;43.49;-3.64;1495.04;1711.07;1279.01;-42.65;-35.64;-14.02
2004/09/30;1340.75;1496.21;1259.43;1396.70;4155211;1416.00;1518.01;1489.89;1673.33;1340.60;;;;;;415521088.00;249312864.00;354150208.00;27.26;38.08;5.62;1489.89;1710.31;1269.46;-46.40;-37.79;-17.22
2004/10/29;1395.67;1437.57;1289.87;1320.54;2746683;1368.93;1500.36;1480.32;1670.26;1346.15;;;;;;274668288.00;271743808.00;334659776.00;22.06;32.74;0.71;1480.32;1712.99;1247.64;-54.89;-41.21;-27.36
2004/11/30;1317.66;1387.34;1290.99;1340.77;3200063;1357.25;1475.36;1471.82;1668.69;1351.62;;;;;;320006304.00;288294496.00;330964800.00;19.89;28.46;2.75;1471.82;1712.12;1231.53;-59.30;-44.83;-28.94
2004/12/31;1340.92;1352.45;1264.15;1266.50;2373713;1333.31;1434.50;1459.08;1667.02;1356.78;;;;;;237371296.00;287667808.00;295120064.00;13.71;23.54;-5.96;1459.08;1714.84;1203.31;-68.00;-49.46;-37.08
2005/01/31;1260.78;1268.86;1189.21;1191.82;2062085;1303.27;1379.53;1439.86;1661.30;1362.02;;;;;;206208496.00;290754976.00;268906912.00;9.35;18.81;-9.58;1439.86;1715.55;1164.17;-80.00;-55.57;-48.87
2005/02/28;1189.50;1328.53;1187.26;1306.00;2575787;1285.13;1350.57;1430.86;1654.49;1368.33;;;;;;257578704.00;259166624.00;254239744.00;16.29;17.97;12.94;1430.86;1711.90;1149.81;-79.39;-60.34;-38.10
2005/03/31;1305.25;1326.08;1162.03;1181.24;3755972;1257.27;1313.10;1416.08;1644.18;1372.78;;;;;;375597184.00;279352512.00;275548160.00;12.78;16.24;5.86;1416.08;1717.32;1114.84;-87.95;-65.86;-44.19
2005/04/29;1180.37;1254.32;1135.73;1159.15;3885479;1220.94;1289.10;1402.94;1632.89;1377.61;;;;;;388547904.00;293061024.00;290677760.00;10.69;14.39;3.28;1402.94;1725.28;1080.59;-95.42;-71.77;-47.30
2005/05/31;1160.62;1165.39;1043.28;1060.74;2239217;1179.79;1256.55;1387.62;1619.00;1380.61;;;;;;223921696.00;290370752.00;289019296.00;8.41;12.40;0.43;1387.62;1744.41;1030.83;-108.04;-79.02;-58.02
2005/06/30;1059.61;1146.42;998.23;1080.94;4864711;1157.61;1230.44;1374.25;1604.88;1384.36;;;;;;486471104.00;346423296.00;318589120.00;11.88;12.22;11.20;1374.25;1756.38;992.12;-115.08;-86.23;-57.69
2005/07/29;1077.31;1097.63;1004.08;1083.03;3774041;1113.02;1199.07;1358.54;1589.20;1387.59;;;;;;377404096.00;370388576.00;314777600.00;15.19;13.21;19.13;1358.54;1761.94;955.15;-119.12;-92.81;-52.61
2005/08/31;1082.80;1201.76;1081.12;1162.80;7688623;1109.33;1183.30;1341.83;1574.89;1391.25;;;;;;768862272.00;449041600.00;364197056.00;25.61;17.34;42.14;1341.83;1748.74;934.91;-114.56;-97.16;-34.80
2005/09/30;1163.70;1223.56;1129.05;1155.61;5971197;1108.62;1164.78;1320.07;1562.32;1394.86;;;;;;597119680.00;490755680.00;391908352.00;32.96;22.55;53.77;1320.07;1717.37;922.78;-110.26;-99.78;-20.95
2005/10/31;1153.67;1165.67;1067.41;1092.82;3061254;1115.04;1147.42;1290.96;1547.84;1397.99;;;;;;306125408.00;507196608.00;398783680.00;31.52;25.54;43.47;1290.96;1663.27;918.65;-110.64;-101.95;-17.37
2005/11/30;1091.68;1122.88;1074.30;1099.26;3964881;1118.71;1138.16;1258.84;1531.66;1401.81;;;;;;396488096.00;489200032.00;417811648.00;31.28;27.45;38.94;1258.84;1573.89;943.80;-109.16;-103.39;-11.54
2005/12/30;1098.78;1173.06;1074.01;1161.06;3791003;1134.31;1123.66;1237.11;1516.45;1406.86;;;;;;379100288.00;489538752.00;429963680.00;42.05;32.32;61.51;1237.11;1511.72;962.51;-101.83;-103.08;2.50
2006/01/25;1163.88;1262.09;1161.91;1258.05;5184907;1153.36;1131.35;1222.22;1502.99;1412.86;;;;;;518490688.00;439464768.00;444253184.00;60.86;41.83;98.91;1222.22;1452.81;991.64;-87.19;-99.90;25.42
2006/02/28;1263.00;1304.61;1256.81;1299.03;5437882;1182.05;1145.33;1217.22;1491.99;1419.08;;;;;;543788224.00;428798368.00;459777024.00;73.30;52.32;115.25;1217.22;1435.65;998.78;-71.46;-94.22;45.51
2006/03/31;1299.15;1313.13;1238.16;1298.30;5670376;1223.14;1169.09;1212.82;1478.41;1425.26;;;;;;567037568.00;480980992.00;494088800.00;80.60;61.75;118.30;1212.82;1420.20;1005.44;-58.38;-87.05;57.34
2006/04/28;1298.68;1444.71;1298.68;1440.22;9143278;1291.33;1205.02;1217.73;1467.10;1431.59;;;;;;914327808.00;584548736.00;536874368.00;86.67;70.05;119.90;1217.73;1441.95;993.51;-36.14;-76.87;81.45
2006/05/31;1446.99;1678.60;1446.99;1641.30;12619326;1387.38;1260.85;1229.96;1457.55;1439.90;;;;;;1261932544.00;761115456.00;625327104.00;89.08;76.40;114.44;1229.96;1513.99;945.93;-2.27;-61.95;119.36
2006/06/30;1639.67;1695.58;1512.52;1672.21;10754336;1470.21;1311.79;1247.54;1448.45;1447.13;;;;;;1075433600.00;872503680.00;655984256.00;91.48;81.42;111.59;1247.54;1592.24;902.84;26.76;-44.20;141.94
2006/07/31;1677.31;1757.47;1611.16;1612.73;9112710;1532.95;1357.50;1261.14;1443.32;1453.72;;;;;;911270976.00;946000704.00;687399552.00;87.26;83.37;95.04;1261.14;1640.99;881.29;44.46;-26.47;141.86
2006/08/31;1619.64;1667.53;1541.41;1658.64;6782227;1605.02;1414.08;1280.75;1440.40;1460.79;;;;;;678222720.00;968237888.00;724609408.00;86.69;84.47;91.11;1280.75;1700.18;861.31;61.48;-8.88;140.72
2006/09/29;1658.66;1755.69;1634.03;1752.42;8370505;1667.46;1479.40;1308.78;1440.19;1468.10;;;;;;837050496.00;952782464.00;768665600.00;90.84;86.60;99.33;1308.78;1775.46;842.10;81.59;9.21;144.76
2006/10/31;1768.14;1842.73;1753.49;1837.99;8772998;1706.80;1547.09;1335.38;1442.67;1475.28;;;;;;877299776.00;875855488.00;818485440.00;93.63;88.94;103.01;1335.38;1858.61;812.15;103.25;28.02;150.46
2006/11/30;1838.68;2102.06;1833.20;2099.29;13239222;1792.22;1631.21;1381.28;1448.53;1484.16;;;;;;1323922176.00;925553024.00;899028352.00;95.65;91.18;104.59;1381.28;1999.95;762.61;139.88;50.39;178.98
2006/12/29;2106.29;2698.90;2084.27;2675.47;18165910;2004.76;1768.86;1457.10;1465.69;1498.82;;;;;;1816590976.00;1106617088.00;1026308928.00;96.54;92.97;103.69;1457.10;2294.22;619.97;212.96;82.91;260.10
2007/01/31;2728.19;2994.28;2617.02;2786.33;25083646;2230.30;1917.66;1543.38;1487.26;1514.00;;;;;;2508364544.00;1472645504.00;1220441728.00;93.21;93.05;93.55;1543.38;2547.53;539.22;276.62;121.65;309.95
2007/02/28;2744.81;3049.77;2541.52;2881.07;15912531;2456.03;2061.75;1633.38;1509.87;1529.34;;;;;;1591253120.00;1623485696.00;1288134016.00;91.82;92.64;90.18;1633.38;2776.15;490.61;330.91;163.50;334.81
2007/03/30;2877.20;3273.73;2723.06;3183.98;25842196;2725.23;2216.01;1738.43;1536.20;1545.58;;;;;;2584219648.00;1964870016.00;1420362752.00;92.82;92.70;93.06;1738.43;3042.99;433.87;393.83;209.57;368.53
2007/04/30;3196.59;3851.35;3196.59;3841.27;31148512;3073.63;2432.92;1872.35;1572.43;1565.98;;;;;;3114851328.00;2323056128.00;1624304640.00;95.07;93.49;98.22;1872.35;3449.55;295.16;491.08;265.87;450.42
2007/05/31;3937.94;4335.96;3845.23;4109.65;31503582;3360.46;2682.61;2020.05;1615.66;1589.52;;;;;;3150358272.00;2589809152.00;1848213120.00;93.92;93.63;94.49;2020.05;3847.98;192.13;583.08;329.31;507.54
2007/06/29;4120.63;4312.00;3404.15;3820.70;29792672;3567.33;2898.82;2156.45;1650.46;1610.94;;;;;;2979267072.00;2683990016.00;2078317824.00;89.30;92.19;83.51;2156.45;4096.70;216.20;625.47;388.54;473.85
2007/07/31;3800.23;4476.63;3563.54;4471.03;18476480;3885.32;3170.68;2325.04;1697.45;1638.28;;;;;;1847648000.00;2735269376.00;2179377664.00;92.79;92.39;93.60;2325.04;4455.17;194.90;703.43;451.52;503.81
2007/08/31;4488.77;5235.16;4284.87;5218.83;25706728;4292.30;3508.76;2527.93;1756.65;1671.60;;;;;;2570672896.00;2732559616.00;2348714752.00;95.02;93.27;98.53;2527.93;4944.92;110.93;816.14;524.44;583.40
2007/09/28;5257.78;5560.42;5025.34;5552.30;20302320;4634.50;3854.06;2742.64;1822.83;1708.72;;;;;;2030232064.00;2515635456.00;2419345920.00;96.59;94.38;101.03;2742.64;5432.23;53.04;921.75;603.91;635.70
2007/10/31;5683.31;6124.04;5462.01;5954.77;14640799;5003.53;4181.99;2975.43;1896.95;1748.51;;;;;;1464079872.00;2178380544.00;2384094720.00;96.15;94.97;98.52;2975.43;5931.63;19.22;1026.10;688.34;675.51
2007/11/30;5978.94;6005.13;4778.73;4871.78;11113601;5213.74;4390.54;3154.10;1954.25;1779.61;;;;;;1111360128.00;1804798336.00;2244394240.00;85.16;91.70;72.09;3154.10;6115.46;192.73;1009.77;752.63;514.27
2007/12/28;4838.56;5336.50;4798.01;5261.56;13521871;5371.85;4628.59;3345.17;2019.31;1813.50;;;;;;1352187136.00;1705706240.00;2220487936.00;80.29;87.90;65.07;3345.17;6333.91;356.42;1016.55;805.41;422.28
2008/01/31;5265.00;5522.78;4330.70;4383.39;18871768;5204.76;4748.53;3482.27;2067.37;1839.84;;;;;;1887176832.00;1569007232.00;2150783488.00;65.53;80.44;35.70;3482.27;6392.46;572.08;940.24;832.38;215.71
