date;open;high;low;close;volume;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD
2008/02/29;4388.25;4695.80;4123.31;4348.54;9184871;4964.01;4799.25;3616.09;2114.65;1866.02;;;;;;918487104.00;1346658304.00;1931146880.00;55.26;72.05;21.68;3616.09;6420.02;812.16;866.95;839.29;55.31
2008/03/31;4323.70;4472.15;3357.23;3472.71;13985475;4467.59;4735.56;3709.09;2147.35;1884.60;;;;;;1398547456.00;1333551872.00;1755966208.00;38.23;60.77;-6.86;3709.09;6352.00;1066.17;729.78;817.39;-175.22
2008/04/30;3461.08;3705.09;2990.79;3693.11;16376687;4231.86;4722.80;3810.81;2183.55;1904.19;;;;;;1637668736.00;1438812544.00;1621805440.00;32.96;51.50;-4.13;3810.81;6271.78;1349.84;631.58;780.23;-297.30
2008/05/30;3739.80;3786.02;3333.95;3433.35;15816568;3866.22;4619.03;3894.86;2214.50;1921.04;;;;;;1581656832.00;1484707456.00;1595206912.00;26.68;43.23;-6.41;3894.86;6167.44;1622.27;526.72;729.53;-405.61
2008/06/30;3426.20;3483.61;2693.40;2736.10;11558874;3536.76;4370.76;3939.76;2235.33;1932.68;;;;;;1155887360.00;1338449152.00;1453728128.00;18.20;34.89;-15.17;3939.76;6072.40;1807.12;382.94;660.21;-554.53
2008/07/31;2743.16;2952.04;2566.53;2775.72;16192970;3222.20;4093.10;3973.58;2256.98;1944.83;;;;;;1619297024.00;1478610944.00;1412634624.00;14.16;27.98;-13.47;3973.58;6002.24;1944.92;269.10;581.99;-625.78
2008/08/29;2751.02;2830.76;2284.58;2397.37;10364708;3007.13;3737.36;3959.68;2273.24;1955.23;;;;;;1036470784.00;1406196096.00;1369874048.00;10.60;22.19;-12.56;3959.68;6029.20;1890.15;146.65;494.92;-696.54
2008/09/26;2380.47;2380.47;1802.33;2293.78;12308563;2727.26;3479.56;3935.05;2288.68;1963.98;;;;;;1230856320.00;1324834816.00;1381823744.00;11.47;18.61;-2.81;3935.05;6073.93;1796.17;40.78;404.09;-726.62
2008/10/31;2267.39;2267.39;1664.93;1728.79;11981192;2386.35;3126.28;3877.44;2295.02;1968.25;;;;;;1198119168.00;1248126592.00;1366417024.00;8.35;15.19;-5.34;3877.44;6190.81;1564.06;-87.70;305.73;-786.87
2008/11/28;1713.76;2050.88;1678.96;1871.16;20665356;2213.36;2875.06;3811.80;2302.92;1973.44;;;;;;2066535552.00;1430256000.00;1384352512.00;8.02;12.80;-1.55;3811.80;6277.51;1346.09;-176.01;209.39;-770.78
2008/12/31;1865.74;2100.81;1814.75;1820.81;25513944;2022.38;2622.29;3710.77;2308.32;1979.06;;;;;;2551394304.00;1616676480.00;1547643648.00;7.79;11.13;1.12;3710.77;6332.05;1089.49;-247.20;118.07;-730.54
2009/01/23;1849.02;2018.51;1844.09;1990.66;14975977;1941.04;2474.08;3604.82;2314.98;1986.20;;;;;;1497597696.00;1708900352.00;1557548288.00;10.31;10.86;9.23;3604.82;6327.55;882.09;-286.61;37.13;-647.49
2009/02/27;2008.13;2402.81;1987.13;2082.85;35642424;1898.86;2313.06;3517.93;2321.78;1994.47;;;;;;3564242432.00;2175577344.00;1750206080.00;14.54;12.08;19.44;3517.93;6321.38;714.49;-306.87;-31.67;-550.41
2009/03/31;2066.23;2392.77;2037.02;2373.21;31631644;2027.74;2207.04;3413.04;2332.31;2004.59;;;;;;3163164416.00;2568586752.00;1908356736.00;28.03;17.40;49.30;3413.04;6223.31;602.77;-296.09;-84.55;-423.07
2009/04/30;2380.98;2579.22;2331.88;2477.57;34808828;2149.02;2181.19;3275.98;2347.01;2015.90;;;;;;3480882688.00;2851456512.00;2140856320.00;41.92;25.58;74.62;3275.98;5980.83;571.12;-275.94;-122.83;-306.21
2009/05/27;2486.69;2688.11;2486.23;2632.93;26995994;2311.44;2166.91;3130.01;2364.96;2027.18;;;;;;2699599360.00;2881096960.00;2248886784.00;59.49;36.88;104.70;3130.01;5624.54;635.47;-244.61;-147.19;-194.85
2009/06/30;2668.40;2997.27;2668.40;2959.36;32693356;2505.19;2223.11;2980.24;2390.96;2037.76;;;;;;3269335552.00;3235445248.00;2472172800.00;72.04;48.60;118.93;2980.24;5090.82;869.66;-191.24;-156.00;-70.49
2009/07/31;2950.17;3454.02;2947.69;3412.06;45407008;2771.02;2334.94;2907.25;2424.72;2052.85;;;;;;4540700672.00;3430735872.00;2803156480.00;80.57;59.26;123.20;2907.25;4835.50;979.01;-111.13;-147.02;71.78
2009/08/31;3429.69;3478.01;2663.00;2667.75;33766156;2829.94;2428.84;2777.56;2446.82;2061.52;;;;;;3376615680.00;3473425920.00;3021006336.00;70.81;63.11;86.21;2777.56;4356.32;1198.80;-106.48;-138.92;64.87
2009/09/30;2649.17;3068.03;2639.76;2779.43;29481612;2890.30;2519.66;2697.36;2469.86;2071.60;;;;;;2948161280.00;3366882560.00;3109169664.00;66.29;64.17;70.53;2697.36;4083.91;1310.81;-92.71;-129.67;73.92
2009/10/30;2840.13;3123.46;2834.62;2995.85;20065906;2962.89;2637.17;2629.73;2497.79;2084.02;;;;;;2006590592.00;3228280320.00;3054688768.00;66.75;65.03;70.18;2629.73;3790.78;1468.68;-63.61;-116.46;105.71
2009/11/30;2933.82;3361.39;2923.52;3195.30;37542536;3010.07;2757.63;2615.86;2528.69;2098.69;;;;;;3754253568.00;3325263872.00;3280354560.00;71.29;67.12;79.64;2615.86;3740.57;1491.15;-24.16;-98.00;147.67
2009/12/31;3191.06;3334.01;3039.86;3277.14;30267260;2983.09;2877.06;2595.06;2562.21;2114.61;;;;;;3026725888.00;3022469632.00;3226602752.00;75.02;69.75;85.56;2595.06;3649.05;1541.07;13.54;-75.69;178.47
2010/01/29;3289.75;3306.75;2963.89;2989.29;26742808;3047.40;2938.67;2572.86;2592.16;2126.73;;;;;;2674280704.00;2882002944.00;3177714432.00;66.92;68.81;63.15;2572.86;3569.65;1576.06;19.96;-56.56;153.05
2010/02/26;2981.37;3067.52;2890.02;3051.94;13594930;3101.91;2996.10;2588.65;2621.26;2137.88;;;;;;1359492992.00;2564268032.00;2965575168.00;61.00;66.21;50.60;2588.65;3606.13;1571.17;29.77;-39.30;138.13
2010/03/31;3057.01;3132.58;2963.44;3109.10;23523456;3124.55;3043.72;2605.32;2653.39;2148.79;;;;;;2352345600.00;2633420032.00;2930850304.00;59.33;63.91;50.17;2605.32;3646.35;1564.28;41.67;-23.10;129.54
2010/04/30;3111.93;3181.66;2820.95;2870.61;25818668;3059.62;3034.85;2628.98;2681.92;2157.41;;;;;;2581866752.00;2398941952.00;2862103040.00;48.73;58.85;28.50;2628.98;3671.62;1586.34;31.49;-12.18;87.35
2010/05/31;2821.35;2862.56;2481.97;2592.15;20498618;2922.62;2952.86;2643.90;2707.44;2163.22;;;;;;2049861760.00;2203570944.00;2613020160.00;36.67;51.46;7.08;2643.90;3674.82;1612.98;0.95;-9.56;21.01
2010/06/30;2577.76;2598.90;2382.36;2398.37;14784582;2804.43;2925.92;2677.38;2729.40;2167.14;;;;;;1478458240.00;1964403968.00;2423203328.00;24.99;42.64;-10.30;2677.38;3623.14;1731.61;-38.45;-15.34;-46.23
2010/07/30;2393.95;2656.41;2319.74;2637.50;21957820;2721.54;2911.73;2715.69;2755.31;2172.25;;;;;;2195781888.00;2131663232.00;2347965696.00;26.83;37.37;5.75;2715.69;3582.75;1848.64;-49.81;-22.23;-55.15
2010/08/31;2635.81;2701.93;2564.84;2638.80;27124330;2627.49;2876.02;2756.59;2779.91;2177.40;;;;;;2712432896.00;2203679232.00;2418549504.00;28.37;34.37;16.38;2756.59;3516.46;1996.73;-58.03;-29.39;-57.28
2010/09/30;2641.05;2704.93;2573.63;2655.66;22507254;2584.49;2822.06;2789.84;2804.91;2183.61;;;;;;2250725376.00;2137453312.00;2268197632.00;30.26;33.00;24.78;2789.84;3461.69;2118.00;-62.47;-36.01;-52.93
2010/10/29;2681.25;3073.38;2677.99;2978.83;33783896;2661.83;2792.23;2834.64;2836.34;2192.09;;;;;;3378389504.00;2403155968.00;2303363584.00;45.66;37.22;62.55;2834.64;3422.19;2247.09;-39.45;-36.70;-5.52
2010/11/30;2986.89;3186.72;2758.92;2820.18;40429716;2746.20;2775.32;2856.99;2865.02;2198.34;;;;;;4042971648.00;2916061952.00;2440232960.00;49.68;41.37;66.30;2856.99;3403.19;2310.79;-33.63;-36.08;4.91
2010/12/31;2810.54;2939.05;2721.48;2808.08;24120560;2780.31;2750.93;2873.52;2892.47;2204.46;;;;;;2412056064.00;2959315712.00;2545489408.00;51.90;44.88;65.93;2873.52;3390.60;2356.43;-29.65;-34.80;10.30
2011/01/31;2825.33;2868.01;2661.45;2790.69;19369192;2810.69;2719.09;2881.40;2918.02;2210.50;;;;;;1936919168.00;2804213248.00;2503946240.00;52.70;47.49;63.14;2881.40;3387.74;2375.07;-27.58;-33.35;11.55
2011/02/28;2795.07;2944.41;2760.18;2905.05;19199740;2860.57;2722.53;2878.69;2944.78;2218.39;;;;;;1919974016.00;2738061312.00;2437757440.00;57.64;50.87;71.18;2878.69;3383.84;2373.53;-16.52;-29.98;26.94
2011/03/31;2906.28;3012.04;2850.94;2928.11;32029408;2850.42;2756.13;2854.49;2971.95;2225.18;;;;;;3202940928.00;2702973440.00;2553064704.00;61.82;54.52;76.41;2854.49;3294.19;2414.79;-5.82;-25.15;38.66
2011/04/29;2932.48;3067.46;2871.01;2911.51;25218452;2868.69;2807.44;2866.68;2996.47;2231.78;;;;;;2521845248.00;2398745344.00;2657403648.00;59.79;56.28;66.82;2866.68;3298.02;2435.34;1.29;-19.86;42.32
2011/05/31;2911.51;2933.46;2689.21;2743.47;19570660;2855.77;2818.04;2864.88;3014.84;2236.19;;;;;;1957065984.00;2307748608.00;2633532160.00;49.10;53.88;39.52;2864.88;3298.05;2431.71;-6.55;-17.20;21.31
2011/06/30;2737.06;2774.37;2610.99;2762.08;17828004;2850.04;2830.37;2853.19;3033.00;2240.73;;;;;;1782800384.00;2276926976.00;2540570112.00;41.48;49.75;24.94;2853.19;3284.09;2422.29;-11.13;-15.99;9.71
2011/07/29;2767.83;2826.96;2677.12;2701.73;20490016;2809.38;2834.98;2828.52;3051.15;2247.24;;;;;;2049001600.00;2302731776.00;2520396544.00;32.91;44.13;10.45;2828.52;3232.62;2424.41;-19.41;-16.67;-5.48
2011/08/31;2697.57;2712.89;2437.68;2567.34;18019774;2737.23;2793.82;2793.02;3066.30;2253.35;;;;;;1801977344.00;2022539264.00;2362756352.00;28.80;39.02;8.35;2793.02;3153.56;2432.49;-36.40;-20.62;-31.56
2011/09/30;2569.80;2584.80;2348.22;2359.22;11902838;2626.76;2747.73;2761.52;3076.41;2258.30;1621.06;;;;;1190283776.00;1756227200.00;2077486336.00;19.71;32.59;-6.04;2761.52;3158.15;2364.89;-65.89;-29.67;-72.44
2011/10/31;2363.08;2483.76;2307.15;2468.25;12017766;2571.72;2713.74;2732.34;3086.92;2264.79;1630.42;;;;;1201776640.00;1605166720.00;1956457728.00;20.20;28.46;3.69;2732.34;3124.87;2339.80;-79.55;-39.65;-79.81
2011/11/30;2450.33;2536.78;2319.44;2333.41;16417186;2485.99;2668.02;2693.55;3090.82;2269.67;1639.23;;;;;1641718656.00;1576950144.00;1926938624.00;14.62;23.85;-3.83;2693.55;3082.61;2304.49;-100.11;-51.74;-96.73
2011/12/30;2392.48;2423.56;2134.02;2199.42;11545169;2385.52;2597.45;2659.99;3082.88;2274.28;1647.50;;;;;1154516864.00;1398053248.00;1850392576.00;12.08;19.92;-3.60;2659.99;3097.52;2222.47;-125.76;-66.54;-118.43
2012/01/31;2212.00;2324.49;2132.63;2292.61;10455798;2330.59;2533.91;2645.02;3074.66;2280.96;1656.19;;;;;1045579776.00;1246773248.00;1634656256.00;14.71;18.19;7.77;2645.02;3111.84;2178.19;-136.99;-80.63;-112.71
2012/02/29;2288.07;2478.38;2263.34;2428.49;19522828;2344.44;2485.60;2646.52;3067.11;2288.49;1665.45;;;;;1952282752.00;1399173888.00;1577700608.00;24.01;20.13;31.78;2646.52;3110.18;2182.86;-133.38;-91.18;-84.40
2012/03/30;2418.79;2476.22;2242.35;2262.79;20894510;2303.35;2437.53;2627.79;3051.76;2293.98;1674.04;;;;;2089451008.00;1576710912.00;1590938880.00;22.26;20.84;25.09;2627.79;3122.24;2133.33;-142.26;-101.40;-81.72
2012/04/27;2258.03;2415.75;2251.39;2396.32;16337145;2315.93;2400.96;2615.66;3027.68;2300.05;1683.07;;;;;1633714560.00;1575108608.00;1576029440.00;29.99;23.89;42.18;2615.66;3120.76;2110.57;-136.94;-108.51;-56.87
2012/05/31;2421.08;2453.73;2309.07;2372.23;19912340;2350.49;2368.01;2601.49;2998.72;2307.19;1691.99;;;;;1991234048.00;1742451456.00;1570252416.00;37.65;28.48;56.01;2601.49;3117.65;2085.34;-133.13;-113.43;-39.40
2012/06/29;2373.22;2388.09;2188.72;2225.43;12760927;2337.05;2333.82;2563.82;2972.13;2311.30;1700.17;;;;;1276092672.00;1788556032.00;1517664640.00;32.76;29.90;38.46;2563.82;3073.96;2053.69;-140.34;-118.81;-43.06
2012/07/31;2234.32;2244.83;2100.25;2103.63;13490812;2272.08;2308.26;2527.99;2932.67;2315.06;1707.86;;;;;1349081216.00;1667914112.00;1533544064.00;22.10;27.30;11.69;2527.99;3062.39;1993.59;-154.11;-125.87;-56.48
2012/08/31;2101.72;2176.79;2032.54;2047.52;13640212;2229.02;2266.19;2489.97;2879.82;2318.24;1715.18;;;;;1364021248.00;1522827264.00;1549769088.00;15.85;23.48;0.58;2489.97;3048.16;1931.77;-167.62;-134.22;-66.79
2012/09/28;2044.82;2145.00;1999.48;2086.17;14327869;2166.99;2241.46;2454.74;2822.05;2322.44;1722.49;;;;;1432786944.00;1482643840.00;1528876288.00;16.60;21.19;7.42;2454.74;3021.87;1887.61;-173.20;-142.02;-62.37
2012/10/31;2084.85;2138.03;2053.09;2068.88;12312508;2106.32;2228.41;2412.93;2757.29;2327.12;1729.59;;;;;1231250816.00;1330646272.00;1536548864.00;15.90;19.43;8.84;2412.93;2963.32;1862.53;-176.99;-149.01;-55.95
2012/11/30;2070.02;2123.33;1959.33;1980.12;12452023;2057.26;2197.16;2365.53;2709.09;2331.67;1736.26;;;;;1245202304.00;1324469504.00;1556512768.00;11.94;16.93;1.96;2365.53;2891.87;1839.19;-185.02;-156.21;-57.61
2012/12/31;1977.25;2269.51;1949.46;2269.13;22452056;2090.36;2181.22;2333.41;2659.22;2339.26;1743.88;;;;;2245205504.00;1503694080.00;1585804032.00;29.09;20.98;45.30;2333.41;2793.73;1873.09;-166.14;-158.20;-15.89
2013/01/31;2289.51;2391.82;2234.95;2385.42;26719250;2157.94;2193.48;2315.51;2625.92;2346.65;1751.89;;;;;2671924992.00;1765274368.00;1644050816.00;48.21;30.06;84.52;2315.51;2734.69;1896.33;-140.18;-154.60;28.82
2013/02/28;2377.41;2444.80;2289.89;2365.59;18265338;2213.83;2190.41;2295.69;2592.87;2353.76;1759.57;;;;;1826533760.00;1844022528.00;1663333120.00;60.14;40.09;100.26;2295.69;2659.83;1931.54;-119.83;-147.64;55.62
2013/03/29;2364.54;2369.65;2228.81;2236.62;23259538;2247.38;2176.85;2272.43;2572.27;2359.81;1763.58;;;;;2325953792.00;2062965120.00;1696805632.00;59.42;46.53;85.20;2272.43;2582.83;1962.03;-112.81;-140.68;55.73
2013/04/26;2229.46;2253.42;2165.78;2177.91;14971428;2286.94;2172.10;2252.96;2547.01;2365.28;1767.53;;;;;1497142784.00;2113349248.00;1718909312.00;54.99;49.35;66.26;2252.96;2532.82;1973.10;-110.70;-134.68;47.95
2013/05/31;2170.78;2334.33;2161.14;2300.60;22948984;2293.23;2191.80;2250.03;2528.14;2371.32;1772.52;;;;;2294898432.00;2123291008.00;1813492480.00;60.29;53.00;74.87;2250.03;2526.41;1973.64;-98.01;-127.35;58.68
2013/06/28;2300.21;2313.43;1849.65;1979.21;15523833;2211.98;2184.96;2225.57;2515.52;2375.43;1777.15;;;;;1552383360.00;1899384064.00;1832329216.00;47.45;51.15;40.05;2225.57;2507.15;1944.00;-112.58;-124.39;23.63
2013/07/31;1965.99;2092.87;1946.37;1993.80;21649630;2137.63;2175.73;2208.59;2502.49;2379.73;1782.31;;;;;2164963072.00;1967069568.00;1905545984.00;39.71;47.33;24.45;2208.59;2503.44;1913.75;-121.55;-123.82;4.55
2013/08/30;2000.82;2198.85;1997.06;2098.38;24894848;2109.98;2178.68;2203.54;2497.50;2385.37;1788.68;;;;;2489484800.00;1999775360.00;2031370240.00;40.40;45.02;31.16;2203.54;2502.48;1904.60;-118.85;-122.83;7.96
2013/09/30;2104.09;2270.27;2078.46;2174.67;29995068;2109.33;2198.13;2197.65;2495.52;2392.10;1794.48;;;;;2999506688.00;2300248064.00;2206798592.00;45.14;45.06;45.29;2197.65;2493.83;1901.46;-109.30;-120.12;21.66
2013/10/31;2171.90;2242.98;2093.20;2141.61;23773952;2077.53;2185.38;2183.30;2502.40;2398.71;1799.92;;;;;2377395200.00;2316746752.00;2220018944.00;46.44;45.52;48.29;2183.30;2459.53;1907.08;-103.20;-116.74;27.08
2013/11/29;2139.88;2234.39;2078.99;2220.50;21878708;2125.79;2168.89;2181.19;2508.22;2405.57;1804.01;;;;;2187870720.00;2443844096.00;2171613952.00;54.74;48.59;67.02;2181.19;2455.49;1906.88;-90.96;-111.58;41.25
2013/12/31;2203.12;2260.87;2068.54;2115.98;20712628;2150.23;2143.93;2167.17;2513.14;2410.73;1807.11;;;;;2071262848.00;2425103872.00;2196086784.00;54.81;50.66;63.09;2167.17;2423.23;1911.11;-88.66;-107.00;36.67
2014/01/30;2112.13;2113.11;1984.82;2033.08;15635794;2137.17;2123.57;2150.21;2513.85;2414.42;1811.54;;;;;1563579392.00;2239922176.00;2119848704.00;49.15;50.16;47.14;2150.21;2393.70;1906.72;-92.47;-104.09;23.24
2014/02/28;2022.32;2177.98;2014.38;2056.30;20512176;2113.49;2111.41;2141.76;2513.41;2417.59;1814.33;;;;;2051217664.00;2050267520.00;2175257856.00;47.62;49.31;44.24;2141.76;2386.00;1897.52;-92.55;-101.78;18.47
2014/03/31;2052.08;2079.55;1974.38;2033.31;23129756;2091.84;2084.68;2138.24;2507.74;2420.02;1818.72;;;;;2312975616.00;2037379840.00;2177063424.00;40.69;46.44;29.20;2138.24;2386.78;1889.70;-93.39;-100.10;13.43
2014/04/30;2031.00;2146.67;1997.64;2026.36;20674468;2053.01;2089.40;2137.18;2500.22;2423.61;1822.80;;;;;2067446784.00;2013295360.00;2228569600.00;32.99;41.96;15.05;2137.18;2387.52;1886.84;-93.54;-98.79;10.51
2014/05/30;2022.18;2061.06;1991.06;2039.21;15124593;2037.65;2093.94;2134.83;2490.33;2427.64;1827.43;;;;;1512459264.00;1901533568.00;2163318784.00;29.29;37.74;12.41;2134.83;2388.05;1881.62;-91.56;-97.34;11.57
2014/06/30;2039.20;2087.32;2010.53;2048.33;15912306;2040.70;2088.93;2133.81;2475.14;2433.05;1832.05;;;;;1591230592.00;1907064832.00;2073493504.00;28.13;34.53;15.33;2133.81;2388.31;1879.30;-88.24;-95.52;14.57
2014/07/31;2051.22;2202.13;2033.00;2201.56;29809534;2069.75;2091.62;2144.88;2454.97;2439.85;1837.29;;;;;2980953344.00;2093010176.00;2071638784.00;45.19;38.09;59.39;2144.88;2390.34;1899.42;-72.41;-90.90;36.98
2014/08/29;2194.17;2248.94;2180.60;2217.20;33437792;2106.53;2099.18;2142.28;2447.46;2447.14;1842.90;;;;;3343779328.00;2299176448.00;2168278272.00;58.38;44.85;85.43;2142.28;2383.27;1901.30;-57.94;-84.31;52.74
2014/09/30;2220.13;2365.49;2217.68;2363.87;41910300;2174.04;2113.52;2141.20;2440.53;2455.20;1848.42;;;;;4191030016.00;2723892480.00;2368593920.00;72.11;53.94;108.47;2141.20;2377.76;1904.64;-34.24;-74.29;80.11
2014/10/31;2368.58;2423.60;2279.84;2420.18;36972864;2250.23;2143.94;2143.93;2430.94;2464.36;1854.76;;;;;3697286400.00;3160857088.00;2531195392.00;81.16;63.01;117.45;2143.93;2392.36;1895.51;-10.79;-61.59;101.61
2014/11/28;2425.22;2683.18;2401.75;2682.83;56913336;2377.13;2208.92;2166.25;2422.40;2475.55;1862.41;;;;;5691333632.00;3980879360.00;2943972096.00;87.42;71.15;119.97;2166.25;2511.13;1821.36;28.66;-43.54;144.41
2014/12/31;2691.72;3239.36;2665.69;3234.68;113835216;2583.76;2326.75;2219.08;2421.69;2491.95;1872.27;;;;;11383521280.00;5661392896.00;3877201408.00;91.49;77.93;118.61;2219.08;2808.57;1629.60;103.26;-14.18;234.89
2015/01/30;3258.63;3406.79;3095.07;3210.36;70374328;2782.38;2444.46;2264.57;2425.37;2508.77;1882.29;;;;;7037432832.00;6400117760.00;4349647360.00;89.70;81.85;105.40;2264.57;3002.30;1526.84;158.60;20.38;276.44
2015/02/27;3148.14;3324.55;3049.11;3310.30;36155940;2971.67;2572.85;2331.13;2429.68;2525.47;1893.16;;;;;3615593984.00;6285033472.00;4504462848.00;90.83;84.84;102.80;2331.13;3190.59;1471.66;208.11;57.92;300.38
2015/03/31;3332.72;3835.57;3198.37;3747.90;94424840;3237.22;2743.72;2418.83;2440.33;2546.86;1905.93;;;;;9442484224.00;7434073088.00;5297464832.00;92.27;87.32;102.16;2418.83;3469.98;1367.68;279.45;102.23;354.44
2015/04/30;3748.34;4572.39;3742.21;4441.66;126773720;3588.98;2983.06;2536.00;2466.51;2574.21;1921.82;;;;;12677371904.00;8831281152.00;6406080000.00;93.02;89.22;100.63;2536.00;3909.65;1162.34;387.49;159.28;456.42
2015/05/29;4441.34;4986.50;4099.04;4611.74;106648840;3864.39;3224.07;2657.85;2500.17;2603.81;1938.93;;;;;10664884224.00;8687550464.00;7174471680.00;90.84;89.76;92.99;2657.85;4302.24;1013.45;481.29;223.68;515.22
2015/06/30;4633.10;5178.19;3847.88;4277.22;128706448;4077.76;3430.07;2764.63;2531.48;2630.44;1952.90;;;;;12870644736.00;9854195712.00;8127157248.00;83.53;87.68;75.22;2764.63;4540.01;989.24;522.61;283.47;478.29
2015/07/31;4214.15;4317.05;3373.54;3663.73;131935944;4148.45;3560.06;2836.79;2548.59;2651.95;1964.39;;;;;13193594880.00;11769796608.00;9027415040.00;70.84;82.07;48.38;2836.79;4636.21;1037.37;500.09;326.79;346.60
2015/08/31;3614.99;4006.34;2850.71;3205.99;87192576;4040.06;3638.64;2891.29;2558.04;2668.97;1974.59;;;;;8719257600.00;11625149440.00;9529611264.00;54.39;72.84;17.49;2891.29;4664.63;1117.95;440.24;349.48;181.51
2015/09/02;3157.83;3194.48;3019.09;3160.17;8706025;3783.76;3686.37;2947.64;2566.45;2685.68;1984.50;;;;;870602496.00;9263795200.00;9047537664.00;40.69;62.13;-2.17;2947.64;4677.24;1218.04;384.67;356.52;56.29
